MYNamespaceID,MYObjectID,MZDateEdited,MYCollectionID,MYDatasetID[0],MYDatasetID[1],MYDatasetID[2],MYDatasetID[3],MYDatasetID[4],MYDatasetID[5],MYStatus,MYOriginalSpecimenID,MYVerificationStatus[0],MYDocumentLocation,MYPublication[0],MYPublication[1],MYSeparatedFrom,MYPreservation[0],MYPreservation[1],MYLanguage,MYDNASampleLocation,MYGathering[0][MYLeg][0],MYGathering[0][MYDateBegin],MYGathering[0][MYDateEnd],MYGathering[0][MYHabitatDescription],MYGathering[0][MYNotes],MYGathering[0][MYLatitude],MYGathering[0][MYLongitude],MYGathering[0][MYCoordinateSystem],MYGathering[0][MYCoordinateSource],MYGathering[0][MYAlt],MYGathering[0][MYCoordinateNotes],MYGathering[0][MYCountry],MYGathering[0][MYAdministrativeProvince],MYGathering[0][MYDateVerbatim],MYGathering[0][MYMunicipality],MYGathering[0][MYLocality],MYGathering[0][MYSamplingMethod],MYGathering[0][MYLocalityDescription],MYGathering[0][MYCollectingEventName],MYGathering[0][MYUnit][0][MYRecordBasis],MYGathering[0][MYUnit][0][MYLifeStage],MYGathering[0][MYUnit][0][MYSex],MYGathering[0][MYUnit][0][MYNotes],MYGathering[0][MYUnit][0][MYCount],MYGathering[0][MYUnit][0][MYMacroscopy],MYGathering[0][MYUnit][0][MYMeasurement][MYBodyMillimeters][0],MYGathering[0][MYUnit][0][MYIdentification][0][MYTaxonRank],MYGathering[0][MYUnit][0][MYIdentification][0][MYTaxon],MYGathering[0][MYUnit][0][MYIdentification][0][MYAuthor],MYGathering[0][MYUnit][0][MYIdentification][0][MYDet],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeStatus],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeSpecies],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeAuthor],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypifDate],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeVerification],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeBasionymePubl],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypePubl]
utu:ZMUT,5613,2022-07-24T22:07:44+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150714,Pinned,,english,,"Hopkins, Tapani",30.06.2015,14.07.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,30.06.2015 08:55 - 14.07.2015 09:35,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,5614,2022-07-24T22:07:44+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150714,Pinned,,english,,"Hopkins, Tapani",30.06.2015,14.07.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,30.06.2015 08:55 - 14.07.2015 09:35,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,5615,2022-07-24T22:07:33+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX5,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150714,Pinned,,english,,"Hopkins, Tapani",30.06.2015,14.07.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,30.06.2015 08:55 - 14.07.2015 09:35,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5616,2022-07-24T22:07:44+0300,HR.1648,GX.1930,GX.1931,GX.1952,GX.1984,GX.1998,,Ok,,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30T3-150519,Pinned,,english,,"Hopkins, Tapani",05.05.2015,19.05.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Closed canopy forest, higher elevation and subsequently drier. 

Original trap site description (verbatim as written in Uganda 2014): 
At top of hill, or just below the top where a 1 metre ledge forms a natural passage. Red mud seems to have shifted to a slightly more 'soily' texture + rocks. Nearby vegetation includes a very painfully stinging climber. Not very close to old trap sites.",,0.559002,30.36168,Wgs84,Gps,1544.696533,,Uganda,Kabarole district,05.05.2015 11:34 - 19.05.2015 11:30,Fort Portal,Kibale National Park,Malaise,"Site K30, Malaise trap K30T3, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,5617,2022-07-24T22:07:33+0300,HR.1648,GX.1930,GX.1931,GX.1952,GX.1984,GX.1998,,Ok,,Ok,172/20/BOX5,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30T3-150519,Pinned,,english,,"Hopkins, Tapani",05.05.2015,19.05.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Closed canopy forest, higher elevation and subsequently drier. 

Original trap site description (verbatim as written in Uganda 2014): 
At top of hill, or just below the top where a 1 metre ledge forms a natural passage. Red mud seems to have shifted to a slightly more 'soily' texture + rocks. Nearby vegetation includes a very painfully stinging climber. Not very close to old trap sites.",,0.559002,30.36168,Wgs84,Gps,1544.696533,,Uganda,Kabarole district,05.05.2015 11:34 - 19.05.2015 11:30,Fort Portal,Kibale National Park,Malaise,"Site K30, Malaise trap K30T3, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5618,2022-07-24T22:07:44+0300,HR.1648,GX.1930,GX.1931,GX.1952,GX.1984,GX.1998,,Ok,,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30T3-150519,Pinned,,english,,"Hopkins, Tapani",05.05.2015,19.05.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Closed canopy forest, higher elevation and subsequently drier. 

Original trap site description (verbatim as written in Uganda 2014): 
At top of hill, or just below the top where a 1 metre ledge forms a natural passage. Red mud seems to have shifted to a slightly more 'soily' texture + rocks. Nearby vegetation includes a very painfully stinging climber. Not very close to old trap sites.",,0.559002,30.36168,Wgs84,Gps,1544.696533,,Uganda,Kabarole district,05.05.2015 11:34 - 19.05.2015 11:30,Fort Portal,Kibale National Park,Malaise,"Site K30, Malaise trap K30T3, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,5619,2022-07-24T22:07:44+0300,HR.1648,GX.1930,GX.1931,GX.1952,GX.1984,GX.1998,,Ok,,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30T3-150519,Pinned,,english,,"Hopkins, Tapani",05.05.2015,19.05.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Closed canopy forest, higher elevation and subsequently drier. 

Original trap site description (verbatim as written in Uganda 2014): 
At top of hill, or just below the top where a 1 metre ledge forms a natural passage. Red mud seems to have shifted to a slightly more 'soily' texture + rocks. Nearby vegetation includes a very painfully stinging climber. Not very close to old trap sites.",,0.559002,30.36168,Wgs84,Gps,1544.696533,,Uganda,Kabarole district,05.05.2015 11:34 - 19.05.2015 11:30,Fort Portal,Kibale National Park,Malaise,"Site K30, Malaise trap K30T3, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,5620,2022-07-24T22:07:44+0300,HR.1648,GX.1930,GX.1931,GX.1960,GX.1987,GX.1998,,Ok,,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.HILLT1-150521,Pinned,,english,,"Hopkins, Tapani",07.05.2015,21.05.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Primary forest at higher elevation. Drier than the lower elevation forest. Rocks, gravel and red clay underfoot.

Original trap site description (verbatim as written in Uganda 2014): 
K30 hill top. This and trap HILLT2 were originally going to go by CC and K30S respectively, but those had no hill tops findable. Fallen tree with lots of branches and even leaves, quite a tangle. The insects seem to fly along the tree's trunk, so the trap is near the base of the trunk touching it and cutting their path. Gravelly and rocky soil, so much so it was hard to get pegs in. A Rhyssinae was caught here the previous week, when landed on one of the nearby fallen branches / trees (A267).",,0.548582,30.361364,Wgs84,Gps,1517.241577,,Uganda,Kabarole district,07.05.2015 11:30 - 21.05.2015 11:30,Fort Portal,Kibale National Park,Malaise,"Site HILL, Malaise trap HILLT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,5621,2022-07-24T22:07:33+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX5,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150811,Pinned,,english,,"Hopkins, Tapani",28.07.2015,11.08.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,28.07.2015 08:47 - 11.08.2015 10:36,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5622,2022-07-24T22:07:00+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX4,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150811,Pinned,,english,,"Hopkins, Tapani",28.07.2015,11.08.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,28.07.2015 08:47 - 11.08.2015 10:36,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,,,species,Epirhyssa overlaeti,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5623,2022-07-24T22:07:44+0300,HR.1648,GX.1930,GX.1931,GX.1952,GX.1984,GX.1998,,Ok,,Ok,172/20/BOX9,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30T3-150811,Pinned,,english,,"Hopkins, Tapani",28.07.2015,11.08.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Closed canopy forest, higher elevation and subsequently drier. 

Original trap site description (verbatim as written in Uganda 2014): 
At top of hill, or just below the top where a 1 metre ledge forms a natural passage. Red mud seems to have shifted to a slightly more 'soily' texture + rocks. Nearby vegetation includes a very painfully stinging climber. Not very close to old trap sites.",,0.559002,30.36168,Wgs84,Gps,1544.696533,,Uganda,Kabarole district,28.07.2015 11:47 - 11.08.2015 12:38,Fort Portal,Kibale National Park,Malaise,"Site K30, Malaise trap K30T3, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,5624,2022-07-24T22:07:33+0300,HR.1648,GX.1930,GX.1931,GX.1973,GX.1991,GX.1998,,Ok,,Ok,172/20/BOX5,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.R93T1-141214,Pinned,,english,,"Hopkins, Tapani",01.12.2014,14.12.2014,"Regenerating forest, former plantation that was logged and left to regenerate to rainforest (clear cut 1987-1994). 

Trap site description:
Semi-closed canopy forest with fairly dense undergrowth (Aframomum sp., ferns etc.).

Original trap site description (verbatim as written in Uganda 2014): 
Trap in old successional forest. Quite tall trees (30m?) though slender, and lots of undergrowth still present. Trap by the side of a natural 'passage'. May consider moving it by a few metres depending on what the catch is.",,0.565347,30.3568,Wgs84,Gps,1506.482788,,Uganda,Kabarole district,01.12.2014 11:08 - 14.12.2014 12:00,Fort Portal,Kibale National Park,Malaise,"Site R93, Malaise trap R93T1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5625,2022-07-24T22:07:44+0300,HR.1648,GX.1930,GX.1931,GX.1965,GX.1988,GX.1998,,Ok,,Ok,172/20/BOX9,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K31T4-150226,Pinned,,english,,"Hopkins, Tapani",13.02.2015,26.02.2015,"Medium altitude moist evergreen forest, presumably primary forest (in an area of mixed primary and disturbed forest). 

Trap site description:
Closed canopy but short stature forest, next to an open and extremely densely overgrown patch. Trap was near the edge of the forest. 

Original trap site description (verbatim as written in Uganda 2014): 
Near K31-08 trap site. Border between closed canopy forest (Olea, Uvaopsis?, several quite large trees) and more open K13 type forest with flourishing undergrowth (K31-08 was in the open canopy forest). There is a path that crosses the border, and the trap spans this (at the border though perhaps more to the closed canopy side). We cleared the path somewhat to the open canopy side. K31 slope.",,0.536218,30.348649,Wgs84,Gps,1462.587524,,Uganda,Kabarole district,13.02.2015 09:26 - 26.02.2015 10:37,Fort Portal,Kibale National Park,Malaise,"Site K31, Malaise trap K31T4, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,5626,2022-07-24T22:05:42+0300,HR.1648,GX.1930,GX.1931,GX.1965,GX.1988,GX.1998,,Ok,,Ok,172/20/BOX3,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K31T4-150226,Pinned,,english,,"Hopkins, Tapani",13.02.2015,26.02.2015,"Medium altitude moist evergreen forest, presumably primary forest (in an area of mixed primary and disturbed forest). 

Trap site description:
Closed canopy but short stature forest, next to an open and extremely densely overgrown patch. Trap was near the edge of the forest. 

Original trap site description (verbatim as written in Uganda 2014): 
Near K31-08 trap site. Border between closed canopy forest (Olea, Uvaopsis?, several quite large trees) and more open K13 type forest with flourishing undergrowth (K31-08 was in the open canopy forest). There is a path that crosses the border, and the trap spans this (at the border though perhaps more to the closed canopy side). We cleared the path somewhat to the open canopy side. K31 slope.",,0.536218,30.348649,Wgs84,Gps,1462.587524,,Uganda,Kabarole district,13.02.2015 09:26 - 26.02.2015 10:37,Fort Portal,Kibale National Park,Malaise,"Site K31, Malaise trap K31T4, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa overlaeti,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
